"secret-source.eu","10","aspmx2.googlemail.com.","10","aspmx3.googlemail.com.","1","aspmx.l.google.com.","5","alt1.aspmx.l.google.com.","5","alt2.aspmx.l.google.com."
"stresen-reuter.com","10","ASPMX.L.GOOGLE.com.","30","ASPMX3.GOOGLEMAIL.com.","30","ASPMX2.GOOGLEMAIL.com.","20","ALT1.ASPMX.L.GOOGLE.com.","20","ALT2.ASPMX.L.GOOGLE.com."
"yahoo.com","1","mta6.am0.yahoodns.net.","1","mta7.am0.yahoodns.net.","1","mta5.am0.yahoodns.net."
"google.com","10","aspmx.l.google.com.","40","alt3.aspmx.l.google.com.","20","alt1.aspmx.l.google.com.","50","alt4.aspmx.l.google.com.","30","alt2.aspmx.l.google.com."
"siteground.com","30","mx30.mailspamprotection.com.","10","mx10.mailspamprotection.com.","20","mx20.mailspamprotection.com."
"liquidweb.com","5","bmx04.liquidweb.com.","5","bmx03.liquidweb.com."
